# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN44426_c0_g4_i13%7Cg.99760%20TRINITY_DN44426_c0_g4_i13%7Cm.99760%20type%3A5prime_partial%20len%3A125%20(-)	TRINITY_DN44426_c0_g4_i13|g.99760	TRINITY_DN44426_c0_g4_i13|m.99760	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i13%7Cg.99761%20TRINITY_DN44426_c0_g4_i13%7Cm.99761%20type%3Acomplete%20len%3A118%20(%2B)	TRINITY_DN44426_c0_g4_i13|g.99761	TRINITY_DN44426_c0_g4_i13|m.99761	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i13%7Cg.99763%20TRINITY_DN44426_c0_g4_i13%7Cm.99763%20type%3Acomplete%20len%3A107%20(%2B)	TRINITY_DN44426_c0_g4_i13|g.99763	TRINITY_DN44426_c0_g4_i13|m.99763	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i13%7Cg.99764%20TRINITY_DN44426_c0_g4_i13%7Cm.99764%20type%3Acomplete%20len%3A104%20(%2B)	TRINITY_DN44426_c0_g4_i13|g.99764	TRINITY_DN44426_c0_g4_i13|m.99764	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99765%20TRINITY_DN44426_c0_g4_i14%7Cm.99765%20type%3A5prime_partial%20len%3A432%20(%2B)	TRINITY_DN44426_c0_g4_i14|g.99765	TRINITY_DN44426_c0_g4_i14|m.99765	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99766%20TRINITY_DN44426_c0_g4_i14%7Cm.99766%20type%3Acomplete%20len%3A350%20(-)	TRINITY_DN44426_c0_g4_i14|g.99766	TRINITY_DN44426_c0_g4_i14|m.99766	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99768%20TRINITY_DN44426_c0_g4_i14%7Cm.99768%20type%3Acomplete%20len%3A218%20(%2B)	TRINITY_DN44426_c0_g4_i14|g.99768	TRINITY_DN44426_c0_g4_i14|m.99768	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99769%20TRINITY_DN44426_c0_g4_i14%7Cm.99769%20type%3Acomplete%20len%3A170%20(%2B)	TRINITY_DN44426_c0_g4_i14|g.99769	TRINITY_DN44426_c0_g4_i14|m.99769	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99770%20TRINITY_DN44426_c0_g4_i14%7Cm.99770%20type%3Acomplete%20len%3A162%20(-)	TRINITY_DN44426_c0_g4_i14|g.99770	TRINITY_DN44426_c0_g4_i14|m.99770	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99771%20TRINITY_DN44426_c0_g4_i14%7Cm.99771%20type%3Acomplete%20len%3A161%20(%2B)	TRINITY_DN44426_c0_g4_i14|g.99771	TRINITY_DN44426_c0_g4_i14|m.99771	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99774%20TRINITY_DN44426_c0_g4_i14%7Cm.99774%20type%3Acomplete%20len%3A118%20(%2B)	TRINITY_DN44426_c0_g4_i14|g.99774	TRINITY_DN44426_c0_g4_i14|m.99774	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99776%20TRINITY_DN44426_c0_g4_i14%7Cm.99776%20type%3Acomplete%20len%3A107%20(%2B)	TRINITY_DN44426_c0_g4_i14|g.99776	TRINITY_DN44426_c0_g4_i14|m.99776	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i14%7Cg.99778%20TRINITY_DN44426_c0_g4_i14%7Cm.99778%20type%3Acomplete%20len%3A104%20(%2B)	TRINITY_DN44426_c0_g4_i14|g.99778	TRINITY_DN44426_c0_g4_i14|m.99778	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99716%20TRINITY_DN44426_c0_g4_i9%7Cm.99716%20type%3A5prime_partial%20len%3A658%20(-)	TRINITY_DN44426_c0_g4_i9|g.99716	TRINITY_DN44426_c0_g4_i9|m.99716	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99717%20TRINITY_DN44426_c0_g4_i9%7Cm.99717%20type%3Acomplete%20len%3A320%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99717	TRINITY_DN44426_c0_g4_i9|m.99717	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99719%20TRINITY_DN44426_c0_g4_i9%7Cm.99719%20type%3Acomplete%20len%3A218%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99719	TRINITY_DN44426_c0_g4_i9|m.99719	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99720%20TRINITY_DN44426_c0_g4_i9%7Cm.99720%20type%3Acomplete%20len%3A170%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99720	TRINITY_DN44426_c0_g4_i9|m.99720	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99722%20TRINITY_DN44426_c0_g4_i9%7Cm.99722%20type%3Acomplete%20len%3A161%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99722	TRINITY_DN44426_c0_g4_i9|m.99722	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99723%20TRINITY_DN44426_c0_g4_i9%7Cm.99723%20type%3A3prime_partial%20len%3A145%20(-)	TRINITY_DN44426_c0_g4_i9|g.99723	TRINITY_DN44426_c0_g4_i9|m.99723	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99724%20TRINITY_DN44426_c0_g4_i9%7Cm.99724%20type%3Acomplete%20len%3A137%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99724	TRINITY_DN44426_c0_g4_i9|m.99724	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99726%20TRINITY_DN44426_c0_g4_i9%7Cm.99726%20type%3Acomplete%20len%3A123%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99726	TRINITY_DN44426_c0_g4_i9|m.99726	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99728%20TRINITY_DN44426_c0_g4_i9%7Cm.99728%20type%3Acomplete%20len%3A118%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99728	TRINITY_DN44426_c0_g4_i9|m.99728	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99729%20TRINITY_DN44426_c0_g4_i9%7Cm.99729%20type%3Acomplete%20len%3A107%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99729	TRINITY_DN44426_c0_g4_i9|m.99729	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44426_c0_g4_i9%7Cg.99730%20TRINITY_DN44426_c0_g4_i9%7Cm.99730%20type%3Acomplete%20len%3A104%20(%2B)	TRINITY_DN44426_c0_g4_i9|g.99730	TRINITY_DN44426_c0_g4_i9|m.99730	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44427_c0_g1_i1%7Cg.99811%20TRINITY_DN44427_c0_g1_i1%7Cm.99811%20type%3A5prime_partial%20len%3A1495%20(-)	TRINITY_DN44427_c0_g1_i1|g.99811	TRINITY_DN44427_c0_g1_i1|m.99811	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44427_c0_g1_i1%7Cg.99812%20TRINITY_DN44427_c0_g1_i1%7Cm.99812%20type%3Acomplete%20len%3A539%20(%2B)	TRINITY_DN44427_c0_g1_i1|g.99812	TRINITY_DN44427_c0_g1_i1|m.99812	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44427_c0_g1_i1%7Cg.99813%20TRINITY_DN44427_c0_g1_i1%7Cm.99813%20type%3Acomplete%20len%3A264%20(%2B)	TRINITY_DN44427_c0_g1_i1|g.99813	TRINITY_DN44427_c0_g1_i1|m.99813	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44427_c0_g1_i1%7Cg.99814%20TRINITY_DN44427_c0_g1_i1%7Cm.99814%20type%3Acomplete%20len%3A246%20(%2B)	TRINITY_DN44427_c0_g1_i1|g.99814	TRINITY_DN44427_c0_g1_i1|m.99814	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44427_c0_g1_i5%7Cg.99822%20TRINITY_DN44427_c0_g1_i5%7Cm.99822%20type%3A3prime_partial%20len%3A264%20(%2B)	TRINITY_DN44427_c0_g1_i5|g.99822	TRINITY_DN44427_c0_g1_i5|m.99822	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ORF%20TRINITY_DN44428_c1_g3_i3%7Cg.86276%20TRINITY_DN44428_c1_g3_i3%7Cm.86276%20type%3Acomplete%20len%3A692%20(-)	TRINITY_DN44428_c1_g3_i3|g.86276	TRINITY_DN44428_c1_g3_i3|m.86276	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN44428_c1_g3_i3%7Cg.86277%20TRINITY_DN44428_c1_g3_i3%7Cm.86277%20type%3Acomplete%20len%3A413%20(%2B)	TRINITY_DN44428_c1_g3_i3|g.86277	TRINITY_DN44428_c1_g3_i3|m.86277	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44430_c0_g2_i1%7Cg.85452%20TRINITY_DN44430_c0_g2_i1%7Cm.85452%20type%3Acomplete%20len%3A572%20(-)	TRINITY_DN44430_c0_g2_i1|g.85452	TRINITY_DN44430_c0_g2_i1|m.85452	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44430_c0_g2_i1%7Cg.85453%20TRINITY_DN44430_c0_g2_i1%7Cm.85453%20type%3Acomplete%20len%3A293%20(-)	TRINITY_DN44430_c0_g2_i1|g.85453	TRINITY_DN44430_c0_g2_i1|m.85453	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44430_c0_g2_i1%7Cg.85454%20TRINITY_DN44430_c0_g2_i1%7Cm.85454%20type%3Acomplete%20len%3A291%20(%2B)	TRINITY_DN44430_c0_g2_i1|g.85454	TRINITY_DN44430_c0_g2_i1|m.85454	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44430_c0_g2_i1%7Cg.85456%20TRINITY_DN44430_c0_g2_i1%7Cm.85456%20type%3A5prime_partial%20len%3A216%20(-)	TRINITY_DN44430_c0_g2_i1|g.85456	TRINITY_DN44430_c0_g2_i1|m.85456	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44430_c0_g2_i1%7Cg.85457%20TRINITY_DN44430_c0_g2_i1%7Cm.85457%20type%3Acomplete%20len%3A211%20(-)	TRINITY_DN44430_c0_g2_i1|g.85457	TRINITY_DN44430_c0_g2_i1|m.85457	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44430_c0_g2_i1%7Cg.85458%20TRINITY_DN44430_c0_g2_i1%7Cm.85458%20type%3Acomplete%20len%3A175%20(-)	TRINITY_DN44430_c0_g2_i1|g.85458	TRINITY_DN44430_c0_g2_i1|m.85458	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44430_c0_g2_i1%7Cg.85459%20TRINITY_DN44430_c0_g2_i1%7Cm.85459%20type%3Acomplete%20len%3A164%20(%2B)	TRINITY_DN44430_c0_g2_i1|g.85459	TRINITY_DN44430_c0_g2_i1|m.85459	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44431_c0_g1_i2%7Cg.85021%20TRINITY_DN44431_c0_g1_i2%7Cm.85021%20type%3Ainternal%20len%3A100%20(-)	TRINITY_DN44431_c0_g1_i2|g.85021	TRINITY_DN44431_c0_g1_i2|m.85021	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44431_c0_g1_i3%7Cg.85022%20TRINITY_DN44431_c0_g1_i3%7Cm.85022%20type%3Acomplete%20len%3A103%20(-)	TRINITY_DN44431_c0_g1_i3|g.85022	TRINITY_DN44431_c0_g1_i3|m.85022	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44432_c1_g3_i2%7Cg.85384%20TRINITY_DN44432_c1_g3_i2%7Cm.85384%20type%3A5prime_partial%20len%3A285%20(%2B)	TRINITY_DN44432_c1_g3_i2|g.85384	TRINITY_DN44432_c1_g3_i2|m.85384	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN44432_c1_g3_i2%7Cg.85385%20TRINITY_DN44432_c1_g3_i2%7Cm.85385%20type%3Acomplete%20len%3A117%20(%2B)	TRINITY_DN44432_c1_g3_i2|g.85385	TRINITY_DN44432_c1_g3_i2|m.85385	protein_coding	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN44433_c0_g3_i5%7Cg.86590%20TRINITY_DN44433_c0_g3_i5%7Cm.86590%20type%3Acomplete%20len%3A182%20(-)	TRINITY_DN44433_c0_g3_i5|g.86590	TRINITY_DN44433_c0_g3_i5|m.86590	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44433_c0_g3_i5%7Cg.86591%20TRINITY_DN44433_c0_g3_i5%7Cm.86591%20type%3Acomplete%20len%3A104%20(%2B)	TRINITY_DN44433_c0_g3_i5|g.86591	TRINITY_DN44433_c0_g3_i5|m.86591	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44433_c0_g3_i6%7Cg.86592%20TRINITY_DN44433_c0_g3_i6%7Cm.86592%20type%3A5prime_partial%20len%3A724%20(-)	TRINITY_DN44433_c0_g3_i6|g.86592	TRINITY_DN44433_c0_g3_i6|m.86592	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN44433_c0_g3_i6%7Cg.86594%20TRINITY_DN44433_c0_g3_i6%7Cm.86594%20type%3Acomplete%20len%3A106%20(%2B)	TRINITY_DN44433_c0_g3_i6|g.86594	TRINITY_DN44433_c0_g3_i6|m.86594	protein_coding	0	1	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44438_c1_g1_i1%7Cg.86649%20TRINITY_DN44438_c1_g1_i1%7Cm.86649%20type%3A5prime_partial%20len%3A167%20(-)	TRINITY_DN44438_c1_g1_i1|g.86649	TRINITY_DN44438_c1_g1_i1|m.86649	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44441_c0_g4_i9%7Cg.86568%20TRINITY_DN44441_c0_g4_i9%7Cm.86568%20type%3A5prime_partial%20len%3A557%20(-)	TRINITY_DN44441_c0_g4_i9|g.86568	TRINITY_DN44441_c0_g4_i9|m.86568	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
ORF%20TRINITY_DN44441_c0_g4_i9%7Cg.86569%20TRINITY_DN44441_c0_g4_i9%7Cm.86569%20type%3Acomplete%20len%3A144%20(-)	TRINITY_DN44441_c0_g4_i9|g.86569	TRINITY_DN44441_c0_g4_i9|m.86569	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44441_c0_g4_i9%7Cg.86570%20TRINITY_DN44441_c0_g4_i9%7Cm.86570%20type%3Acomplete%20len%3A129%20(%2B)	TRINITY_DN44441_c0_g4_i9|g.86570	TRINITY_DN44441_c0_g4_i9|m.86570	protein_coding	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN44444_c0_g1_i1%7Cg.85267%20TRINITY_DN44444_c0_g1_i1%7Cm.85267%20type%3Acomplete%20len%3A1605%20(%2B)	TRINITY_DN44444_c0_g1_i1|g.85267	TRINITY_DN44444_c0_g1_i1|m.85267	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i1%7Cg.85268%20TRINITY_DN44444_c0_g1_i1%7Cm.85268%20type%3Acomplete%20len%3A425%20(%2B)	TRINITY_DN44444_c0_g1_i1|g.85268	TRINITY_DN44444_c0_g1_i1|m.85268	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i1%7Cg.85270%20TRINITY_DN44444_c0_g1_i1%7Cm.85270%20type%3Acomplete%20len%3A168%20(-)	TRINITY_DN44444_c0_g1_i1|g.85270	TRINITY_DN44444_c0_g1_i1|m.85270	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i1%7Cg.85271%20TRINITY_DN44444_c0_g1_i1%7Cm.85271%20type%3Acomplete%20len%3A166%20(%2B)	TRINITY_DN44444_c0_g1_i1|g.85271	TRINITY_DN44444_c0_g1_i1|m.85271	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i1%7Cg.85272%20TRINITY_DN44444_c0_g1_i1%7Cm.85272%20type%3Acomplete%20len%3A146%20(%2B)	TRINITY_DN44444_c0_g1_i1|g.85272	TRINITY_DN44444_c0_g1_i1|m.85272	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i1%7Cg.85275%20TRINITY_DN44444_c0_g1_i1%7Cm.85275%20type%3Acomplete%20len%3A117%20(-)	TRINITY_DN44444_c0_g1_i1|g.85275	TRINITY_DN44444_c0_g1_i1|m.85275	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i1%7Cg.85276%20TRINITY_DN44444_c0_g1_i1%7Cm.85276%20type%3Acomplete%20len%3A104%20(%2B)	TRINITY_DN44444_c0_g1_i1|g.85276	TRINITY_DN44444_c0_g1_i1|m.85276	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i18%7Cg.85322%20TRINITY_DN44444_c0_g1_i18%7Cm.85322%20type%3Acomplete%20len%3A1605%20(%2B)	TRINITY_DN44444_c0_g1_i18|g.85322	TRINITY_DN44444_c0_g1_i18|m.85322	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i18%7Cg.85323%20TRINITY_DN44444_c0_g1_i18%7Cm.85323%20type%3Acomplete%20len%3A425%20(%2B)	TRINITY_DN44444_c0_g1_i18|g.85323	TRINITY_DN44444_c0_g1_i18|m.85323	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN44444_c0_g1_i18%7Cg.85325%20TRINITY_DN44444_c0_g1_i18%7Cm.85325%20type%3Acomplete%20len%3A209%20(-)	TRINITY_DN44444_c0_g1_i18|g.85325	TRINITY_DN44444_c0_g1_i18|m.85325	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i18%7Cg.85326%20TRINITY_DN44444_c0_g1_i18%7Cm.85326%20type%3Acomplete%20len%3A166%20(%2B)	TRINITY_DN44444_c0_g1_i18|g.85326	TRINITY_DN44444_c0_g1_i18|m.85326	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i18%7Cg.85327%20TRINITY_DN44444_c0_g1_i18%7Cm.85327%20type%3Acomplete%20len%3A146%20(%2B)	TRINITY_DN44444_c0_g1_i18|g.85327	TRINITY_DN44444_c0_g1_i18|m.85327	protein_coding	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i18%7Cg.85330%20TRINITY_DN44444_c0_g1_i18%7Cm.85330%20type%3Acomplete%20len%3A117%20(-)	TRINITY_DN44444_c0_g1_i18|g.85330	TRINITY_DN44444_c0_g1_i18|m.85330	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44444_c0_g1_i18%7Cg.85331%20TRINITY_DN44444_c0_g1_i18%7Cm.85331%20type%3Acomplete%20len%3A104%20(%2B)	TRINITY_DN44444_c0_g1_i18|g.85331	TRINITY_DN44444_c0_g1_i18|m.85331	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44445_c3_g3_i1%7Cg.86216%20TRINITY_DN44445_c3_g3_i1%7Cm.86216%20type%3Ainternal%20len%3A214%20(%2B)	TRINITY_DN44445_c3_g3_i1|g.86216	TRINITY_DN44445_c3_g3_i1|m.86216	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN44445_c4_g4_i4%7Cg.86224%20TRINITY_DN44445_c4_g4_i4%7Cm.86224%20type%3A3prime_partial%20len%3A287%20(-)	TRINITY_DN44445_c4_g4_i4|g.86224	TRINITY_DN44445_c4_g4_i4|m.86224	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44445_c4_g4_i7%7Cg.86226%20TRINITY_DN44445_c4_g4_i7%7Cm.86226%20type%3A3prime_partial%20len%3A287%20(-)	TRINITY_DN44445_c4_g4_i7|g.86226	TRINITY_DN44445_c4_g4_i7|m.86226	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44446_c0_g1_i3%7Cg.86358%20TRINITY_DN44446_c0_g1_i3%7Cm.86358%20type%3A5prime_partial%20len%3A1428%20(%2B)	TRINITY_DN44446_c0_g1_i3|g.86358	TRINITY_DN44446_c0_g1_i3|m.86358	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44446_c0_g1_i3%7Cg.86359%20TRINITY_DN44446_c0_g1_i3%7Cm.86359%20type%3A5prime_partial%20len%3A345%20(-)	TRINITY_DN44446_c0_g1_i3|g.86359	TRINITY_DN44446_c0_g1_i3|m.86359	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44446_c0_g1_i3%7Cg.86364%20TRINITY_DN44446_c0_g1_i3%7Cm.86364%20type%3Acomplete%20len%3A132%20(-)	TRINITY_DN44446_c0_g1_i3|g.86364	TRINITY_DN44446_c0_g1_i3|m.86364	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44446_c0_g1_i3%7Cg.86365%20TRINITY_DN44446_c0_g1_i3%7Cm.86365%20type%3Acomplete%20len%3A125%20(-)	TRINITY_DN44446_c0_g1_i3|g.86365	TRINITY_DN44446_c0_g1_i3|m.86365	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN44450_c1_g2_i5%7Cg.85607%20TRINITY_DN44450_c1_g2_i5%7Cm.85607%20type%3Acomplete%20len%3A911%20(%2B)	TRINITY_DN44450_c1_g2_i5|g.85607	TRINITY_DN44450_c1_g2_i5|m.85607	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN44450_c1_g2_i5%7Cg.85608%20TRINITY_DN44450_c1_g2_i5%7Cm.85608%20type%3Acomplete%20len%3A410%20(-)	TRINITY_DN44450_c1_g2_i5|g.85608	TRINITY_DN44450_c1_g2_i5|m.85608	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN44451_c3_g30_i1%7Cg.84988%20TRINITY_DN44451_c3_g30_i1%7Cm.84988%20type%3Ainternal%20len%3A269%20(-)	TRINITY_DN44451_c3_g30_i1|g.84988	TRINITY_DN44451_c3_g30_i1|m.84988	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN44451_c3_g30_i8%7Cg.84990%20TRINITY_DN44451_c3_g30_i8%7Cm.84990%20type%3Acomplete%20len%3A159%20(-)	TRINITY_DN44451_c3_g30_i8|g.84990	TRINITY_DN44451_c3_g30_i8|m.84990	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN44452_c0_g5_i1%7Cg.86237%20TRINITY_DN44452_c0_g5_i1%7Cm.86237%20type%3A5prime_partial%20len%3A543%20(-)	TRINITY_DN44452_c0_g5_i1|g.86237	TRINITY_DN44452_c0_g5_i1|m.86237	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
