# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN43818_c0_g4_i1%7Cg.104729%20TRINITY_DN43818_c0_g4_i1%7Cm.104729%20type%3A5prime_partial%20len%3A262%20(-)	TRINITY_DN43818_c0_g4_i1|g.104729	TRINITY_DN43818_c0_g4_i1|m.104729	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43818_c0_g4_i1%7Cg.104730%20TRINITY_DN43818_c0_g4_i1%7Cm.104730%20type%3Acomplete%20len%3A159%20(-)	TRINITY_DN43818_c0_g4_i1|g.104730	TRINITY_DN43818_c0_g4_i1|m.104730	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43818_c0_g4_i1%7Cg.104731%20TRINITY_DN43818_c0_g4_i1%7Cm.104731%20type%3A5prime_partial%20len%3A125%20(-)	TRINITY_DN43818_c0_g4_i1|g.104731	TRINITY_DN43818_c0_g4_i1|m.104731	protein_coding	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN43818_c0_g4_i2%7Cg.104733%20TRINITY_DN43818_c0_g4_i2%7Cm.104733%20type%3A5prime_partial%20len%3A492%20(%2B)	TRINITY_DN43818_c0_g4_i2|g.104733	TRINITY_DN43818_c0_g4_i2|m.104733	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43818_c0_g4_i2%7Cg.104734%20TRINITY_DN43818_c0_g4_i2%7Cm.104734%20type%3A5prime_partial%20len%3A224%20(-)	TRINITY_DN43818_c0_g4_i2|g.104734	TRINITY_DN43818_c0_g4_i2|m.104734	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43818_c0_g4_i2%7Cg.104735%20TRINITY_DN43818_c0_g4_i2%7Cm.104735%20type%3Acomplete%20len%3A159%20(-)	TRINITY_DN43818_c0_g4_i2|g.104735	TRINITY_DN43818_c0_g4_i2|m.104735	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43818_c0_g4_i2%7Cg.104736%20TRINITY_DN43818_c0_g4_i2%7Cm.104736%20type%3A5prime_partial%20len%3A117%20(-)	TRINITY_DN43818_c0_g4_i2|g.104736	TRINITY_DN43818_c0_g4_i2|m.104736	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43829_c0_g4_i1%7Cg.39874%20TRINITY_DN43829_c0_g4_i1%7Cm.39874%20type%3Acomplete%20len%3A132%20(%2B)	TRINITY_DN43829_c0_g4_i1|g.39874	TRINITY_DN43829_c0_g4_i1|m.39874	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43829_c1_g2_i14%7Cg.39897%20TRINITY_DN43829_c1_g2_i14%7Cm.39897%20type%3A5prime_partial%20len%3A383%20(%2B)	TRINITY_DN43829_c1_g2_i14|g.39897	TRINITY_DN43829_c1_g2_i14|m.39897	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43829_c1_g2_i14%7Cg.39898%20TRINITY_DN43829_c1_g2_i14%7Cm.39898%20type%3Acomplete%20len%3A314%20(%2B)	TRINITY_DN43829_c1_g2_i14|g.39898	TRINITY_DN43829_c1_g2_i14|m.39898	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43829_c1_g2_i14%7Cg.39899%20TRINITY_DN43829_c1_g2_i14%7Cm.39899%20type%3Acomplete%20len%3A256%20(%2B)	TRINITY_DN43829_c1_g2_i14|g.39899	TRINITY_DN43829_c1_g2_i14|m.39899	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43829_c1_g2_i14%7Cg.39904%20TRINITY_DN43829_c1_g2_i14%7Cm.39904%20type%3Acomplete%20len%3A125%20(-)	TRINITY_DN43829_c1_g2_i14|g.39904	TRINITY_DN43829_c1_g2_i14|m.39904	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43830_c0_g2_i1%7Cg.40853%20TRINITY_DN43830_c0_g2_i1%7Cm.40853%20type%3A5prime_partial%20len%3A461%20(-)	TRINITY_DN43830_c0_g2_i1|g.40853	TRINITY_DN43830_c0_g2_i1|m.40853	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43830_c0_g2_i1%7Cg.40855%20TRINITY_DN43830_c0_g2_i1%7Cm.40855%20type%3Acomplete%20len%3A126%20(%2B)	TRINITY_DN43830_c0_g2_i1|g.40855	TRINITY_DN43830_c0_g2_i1|m.40855	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43840_c0_g1_i9%7Cg.40004%20TRINITY_DN43840_c0_g1_i9%7Cm.40004%20type%3A5prime_partial%20len%3A994%20(-)	TRINITY_DN43840_c0_g1_i9|g.40004	TRINITY_DN43840_c0_g1_i9|m.40004	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43840_c0_g1_i9%7Cg.40005%20TRINITY_DN43840_c0_g1_i9%7Cm.40005%20type%3Acomplete%20len%3A112%20(-)	TRINITY_DN43840_c0_g1_i9|g.40005	TRINITY_DN43840_c0_g1_i9|m.40005	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43840_c0_g1_i9%7Cg.40007%20TRINITY_DN43840_c0_g1_i9%7Cm.40007%20type%3Acomplete%20len%3A105%20(%2B)	TRINITY_DN43840_c0_g1_i9|g.40007	TRINITY_DN43840_c0_g1_i9|m.40007	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43840_c0_g1_i9%7Cg.40008%20TRINITY_DN43840_c0_g1_i9%7Cm.40008%20type%3Acomplete%20len%3A100%20(-)	TRINITY_DN43840_c0_g1_i9|g.40008	TRINITY_DN43840_c0_g1_i9|m.40008	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43847_c0_g1_i3%7Cg.40406%20TRINITY_DN43847_c0_g1_i3%7Cm.40406%20type%3A5prime_partial%20len%3A355%20(-)	TRINITY_DN43847_c0_g1_i3|g.40406	TRINITY_DN43847_c0_g1_i3|m.40406	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN43848_c0_g1_i13%7Cg.41704%20TRINITY_DN43848_c0_g1_i13%7Cm.41704%20type%3A5prime_partial%20len%3A295%20(-)	TRINITY_DN43848_c0_g1_i13|g.41704	TRINITY_DN43848_c0_g1_i13|m.41704	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN43850_c0_g3_i4%7Cg.41478%20TRINITY_DN43850_c0_g3_i4%7Cm.41478%20type%3A5prime_partial%20len%3A294%20(-)	TRINITY_DN43850_c0_g3_i4|g.41478	TRINITY_DN43850_c0_g3_i4|m.41478	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43850_c0_g3_i4%7Cg.41479%20TRINITY_DN43850_c0_g3_i4%7Cm.41479%20type%3A5prime_partial%20len%3A194%20(%2B)	TRINITY_DN43850_c0_g3_i4|g.41479	TRINITY_DN43850_c0_g3_i4|m.41479	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43850_c0_g3_i4%7Cg.41480%20TRINITY_DN43850_c0_g3_i4%7Cm.41480%20type%3Acomplete%20len%3A110%20(%2B)	TRINITY_DN43850_c0_g3_i4|g.41480	TRINITY_DN43850_c0_g3_i4|m.41480	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43852_c0_g4_i1%7Cg.40761%20TRINITY_DN43852_c0_g4_i1%7Cm.40761%20type%3A5prime_partial%20len%3A353%20(-)	TRINITY_DN43852_c0_g4_i1|g.40761	TRINITY_DN43852_c0_g4_i1|m.40761	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43860_c0_g2_i2%7Cg.41378%20TRINITY_DN43860_c0_g2_i2%7Cm.41378%20type%3A5prime_partial%20len%3A1751%20(%2B)	TRINITY_DN43860_c0_g2_i2|g.41378	TRINITY_DN43860_c0_g2_i2|m.41378	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43860_c0_g2_i2%7Cg.41379%20TRINITY_DN43860_c0_g2_i2%7Cm.41379%20type%3Acomplete%20len%3A255%20(-)	TRINITY_DN43860_c0_g2_i2|g.41379	TRINITY_DN43860_c0_g2_i2|m.41379	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43860_c0_g2_i2%7Cg.41381%20TRINITY_DN43860_c0_g2_i2%7Cm.41381%20type%3Acomplete%20len%3A126%20(-)	TRINITY_DN43860_c0_g2_i2|g.41381	TRINITY_DN43860_c0_g2_i2|m.41381	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43874_c2_g5_i4%7Cg.40139%20TRINITY_DN43874_c2_g5_i4%7Cm.40139%20type%3A5prime_partial%20len%3A552%20(%2B)	TRINITY_DN43874_c2_g5_i4|g.40139	TRINITY_DN43874_c2_g5_i4|m.40139	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43874_c2_g5_i4%7Cg.40140%20TRINITY_DN43874_c2_g5_i4%7Cm.40140%20type%3Acomplete%20len%3A236%20(%2B)	TRINITY_DN43874_c2_g5_i4|g.40140	TRINITY_DN43874_c2_g5_i4|m.40140	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43874_c2_g5_i4%7Cg.40142%20TRINITY_DN43874_c2_g5_i4%7Cm.40142%20type%3Acomplete%20len%3A149%20(-)	TRINITY_DN43874_c2_g5_i4|g.40142	TRINITY_DN43874_c2_g5_i4|m.40142	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43874_c2_g5_i4%7Cg.40144%20TRINITY_DN43874_c2_g5_i4%7Cm.40144%20type%3Acomplete%20len%3A102%20(%2B)	TRINITY_DN43874_c2_g5_i4|g.40144	TRINITY_DN43874_c2_g5_i4|m.40144	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43876_c0_g4_i14%7Cg.39943%20TRINITY_DN43876_c0_g4_i14%7Cm.39943%20type%3Acomplete%20len%3A509%20(%2B)	TRINITY_DN43876_c0_g4_i14|g.39943	TRINITY_DN43876_c0_g4_i14|m.39943	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43876_c0_g4_i14%7Cg.39944%20TRINITY_DN43876_c0_g4_i14%7Cm.39944%20type%3A5prime_partial%20len%3A225%20(-)	TRINITY_DN43876_c0_g4_i14|g.39944	TRINITY_DN43876_c0_g4_i14|m.39944	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43877_c0_g1_i6%7Cg.40864%20TRINITY_DN43877_c0_g1_i6%7Cm.40864%20type%3Acomplete%20len%3A1027%20(-)	TRINITY_DN43877_c0_g1_i6|g.40864	TRINITY_DN43877_c0_g1_i6|m.40864	protein_coding	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN43877_c0_g1_i6%7Cg.40865%20TRINITY_DN43877_c0_g1_i6%7Cm.40865%20type%3Acomplete%20len%3A460%20(%2B)	TRINITY_DN43877_c0_g1_i6|g.40865	TRINITY_DN43877_c0_g1_i6|m.40865	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43877_c0_g1_i6%7Cg.40866%20TRINITY_DN43877_c0_g1_i6%7Cm.40866%20type%3Acomplete%20len%3A165%20(-)	TRINITY_DN43877_c0_g1_i6|g.40866	TRINITY_DN43877_c0_g1_i6|m.40866	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43878_c0_g6_i1%7Cg.41644%20TRINITY_DN43878_c0_g6_i1%7Cm.41644%20type%3Acomplete%20len%3A175%20(%2B)	TRINITY_DN43878_c0_g6_i1|g.41644	TRINITY_DN43878_c0_g6_i1|m.41644	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43879_c0_g4_i9%7Cg.41115%20TRINITY_DN43879_c0_g4_i9%7Cm.41115%20type%3Acomplete%20len%3A1069%20(%2B)	TRINITY_DN43879_c0_g4_i9|g.41115	TRINITY_DN43879_c0_g4_i9|m.41115	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN43879_c0_g4_i9%7Cg.41116%20TRINITY_DN43879_c0_g4_i9%7Cm.41116%20type%3Acomplete%20len%3A446%20(%2B)	TRINITY_DN43879_c0_g4_i9|g.41116	TRINITY_DN43879_c0_g4_i9|m.41116	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43880_c0_g1_i4%7Cg.41254%20TRINITY_DN43880_c0_g1_i4%7Cm.41254%20type%3Acomplete%20len%3A332%20(%2B)	TRINITY_DN43880_c0_g1_i4|g.41254	TRINITY_DN43880_c0_g1_i4|m.41254	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43880_c0_g1_i4%7Cg.41255%20TRINITY_DN43880_c0_g1_i4%7Cm.41255%20type%3A5prime_partial%20len%3A276%20(-)	TRINITY_DN43880_c0_g1_i4|g.41255	TRINITY_DN43880_c0_g1_i4|m.41255	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43880_c0_g1_i4%7Cg.41256%20TRINITY_DN43880_c0_g1_i4%7Cm.41256%20type%3A3prime_partial%20len%3A259%20(%2B)	TRINITY_DN43880_c0_g1_i4|g.41256	TRINITY_DN43880_c0_g1_i4|m.41256	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43880_c0_g1_i4%7Cg.41259%20TRINITY_DN43880_c0_g1_i4%7Cm.41259%20type%3Acomplete%20len%3A133%20(-)	TRINITY_DN43880_c0_g1_i4|g.41259	TRINITY_DN43880_c0_g1_i4|m.41259	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43880_c0_g1_i4%7Cg.41261%20TRINITY_DN43880_c0_g1_i4%7Cm.41261%20type%3Acomplete%20len%3A117%20(-)	TRINITY_DN43880_c0_g1_i4|g.41261	TRINITY_DN43880_c0_g1_i4|m.41261	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43880_c0_g1_i4%7Cg.41263%20TRINITY_DN43880_c0_g1_i4%7Cm.41263%20type%3Acomplete%20len%3A100%20(-)	TRINITY_DN43880_c0_g1_i4|g.41263	TRINITY_DN43880_c0_g1_i4|m.41263	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43885_c1_g1_i3%7Cg.40228%20TRINITY_DN43885_c1_g1_i3%7Cm.40228%20type%3A5prime_partial%20len%3A436%20(%2B)	TRINITY_DN43885_c1_g1_i3|g.40228	TRINITY_DN43885_c1_g1_i3|m.40228	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43885_c1_g1_i3%7Cg.40230%20TRINITY_DN43885_c1_g1_i3%7Cm.40230%20type%3Acomplete%20len%3A125%20(%2B)	TRINITY_DN43885_c1_g1_i3|g.40230	TRINITY_DN43885_c1_g1_i3|m.40230	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43886_c1_g10_i12%7Cg.40659%20TRINITY_DN43886_c1_g10_i12%7Cm.40659%20type%3Acomplete%20len%3A212%20(%2B)	TRINITY_DN43886_c1_g10_i12|g.40659	TRINITY_DN43886_c1_g10_i12|m.40659	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN43886_c1_g10_i12%7Cg.40661%20TRINITY_DN43886_c1_g10_i12%7Cm.40661%20type%3Acomplete%20len%3A123%20(-)	TRINITY_DN43886_c1_g10_i12|g.40661	TRINITY_DN43886_c1_g10_i12|m.40661	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43902_c0_g5_i2%7Cg.41778%20TRINITY_DN43902_c0_g5_i2%7Cm.41778%20type%3Acomplete%20len%3A737%20(%2B)	TRINITY_DN43902_c0_g5_i2|g.41778	TRINITY_DN43902_c0_g5_i2|m.41778	protein_coding	0	5	9	1	1	0	0	0	0	0	0	9	0	0	0	0	0	5
ORF%20TRINITY_DN43902_c0_g5_i2%7Cg.41779%20TRINITY_DN43902_c0_g5_i2%7Cm.41779%20type%3Acomplete%20len%3A166%20(%2B)	TRINITY_DN43902_c0_g5_i2|g.41779	TRINITY_DN43902_c0_g5_i2|m.41779	protein_coding	1	3	7	4	1	0	3	0	0	0	0	7	0	0	1	0	0	3
ORF%20TRINITY_DN43904_c2_g3_i2%7Cg.41463%20TRINITY_DN43904_c2_g3_i2%7Cm.41463%20type%3A5prime_partial%20len%3A623%20(-)	TRINITY_DN43904_c2_g3_i2|g.41463	TRINITY_DN43904_c2_g3_i2|m.41463	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN43904_c2_g3_i2%7Cg.41464%20TRINITY_DN43904_c2_g3_i2%7Cm.41464%20type%3Acomplete%20len%3A270%20(%2B)	TRINITY_DN43904_c2_g3_i2|g.41464	TRINITY_DN43904_c2_g3_i2|m.41464	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN43904_c2_g3_i2%7Cg.41467%20TRINITY_DN43904_c2_g3_i2%7Cm.41467%20type%3Acomplete%20len%3A134%20(-)	TRINITY_DN43904_c2_g3_i2|g.41467	TRINITY_DN43904_c2_g3_i2|m.41467	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43904_c2_g3_i2%7Cg.41468%20TRINITY_DN43904_c2_g3_i2%7Cm.41468%20type%3Acomplete%20len%3A130%20(%2B)	TRINITY_DN43904_c2_g3_i2|g.41468	TRINITY_DN43904_c2_g3_i2|m.41468	protein_coding	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43904_c2_g3_i2%7Cg.41469%20TRINITY_DN43904_c2_g3_i2%7Cm.41469%20type%3Acomplete%20len%3A113%20(%2B)	TRINITY_DN43904_c2_g3_i2|g.41469	TRINITY_DN43904_c2_g3_i2|m.41469	protein_coding	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN43909_c0_g2_i4%7Cg.40061%20TRINITY_DN43909_c0_g2_i4%7Cm.40061%20type%3A5prime_partial%20len%3A334%20(%2B)	TRINITY_DN43909_c0_g2_i4|g.40061	TRINITY_DN43909_c0_g2_i4|m.40061	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43909_c0_g2_i4%7Cg.40062%20TRINITY_DN43909_c0_g2_i4%7Cm.40062%20type%3Acomplete%20len%3A300%20(-)	TRINITY_DN43909_c0_g2_i4|g.40062	TRINITY_DN43909_c0_g2_i4|m.40062	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43909_c0_g2_i4%7Cg.40063%20TRINITY_DN43909_c0_g2_i4%7Cm.40063%20type%3Acomplete%20len%3A172%20(-)	TRINITY_DN43909_c0_g2_i4|g.40063	TRINITY_DN43909_c0_g2_i4|m.40063	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43914_c0_g1_i2%7Cg.40878%20TRINITY_DN43914_c0_g1_i2%7Cm.40878%20type%3Acomplete%20len%3A852%20(%2B)	TRINITY_DN43914_c0_g1_i2|g.40878	TRINITY_DN43914_c0_g1_i2|m.40878	protein_coding	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN43914_c0_g1_i2%7Cg.40879%20TRINITY_DN43914_c0_g1_i2%7Cm.40879%20type%3Acomplete%20len%3A318%20(%2B)	TRINITY_DN43914_c0_g1_i2|g.40879	TRINITY_DN43914_c0_g1_i2|m.40879	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43914_c0_g1_i2%7Cg.40880%20TRINITY_DN43914_c0_g1_i2%7Cm.40880%20type%3Acomplete%20len%3A160%20(-)	TRINITY_DN43914_c0_g1_i2|g.40880	TRINITY_DN43914_c0_g1_i2|m.40880	protein_coding	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43914_c0_g1_i2%7Cg.40882%20TRINITY_DN43914_c0_g1_i2%7Cm.40882%20type%3Acomplete%20len%3A119%20(-)	TRINITY_DN43914_c0_g1_i2|g.40882	TRINITY_DN43914_c0_g1_i2|m.40882	protein_coding	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43915_c0_g3_i2%7Cg.41023%20TRINITY_DN43915_c0_g3_i2%7Cm.41023%20type%3A5prime_partial%20len%3A495%20(-)	TRINITY_DN43915_c0_g3_i2|g.41023	TRINITY_DN43915_c0_g3_i2|m.41023	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN43923_c0_g1_i7%7Cg.41341%20TRINITY_DN43923_c0_g1_i7%7Cm.41341%20type%3A5prime_partial%20len%3A1637%20(%2B)	TRINITY_DN43923_c0_g1_i7|g.41341	TRINITY_DN43923_c0_g1_i7|m.41341	protein_coding	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
ORF%20TRINITY_DN43923_c0_g1_i7%7Cg.41342%20TRINITY_DN43923_c0_g1_i7%7Cm.41342%20type%3Acomplete%20len%3A148%20(%2B)	TRINITY_DN43923_c0_g1_i7|g.41342	TRINITY_DN43923_c0_g1_i7|m.41342	protein_coding	0	2	2	1	0	1	1	0	0	0	0	2	0	0	0	0	0	1
ORF%20TRINITY_DN43923_c0_g1_i7%7Cg.41345%20TRINITY_DN43923_c0_g1_i7%7Cm.41345%20type%3Acomplete%20len%3A103%20(-)	TRINITY_DN43923_c0_g1_i7|g.41345	TRINITY_DN43923_c0_g1_i7|m.41345	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43937_c0_g3_i10%7Cg.60357%20TRINITY_DN43937_c0_g3_i10%7Cm.60357%20type%3A5prime_partial%20len%3A119%20(%2B)	TRINITY_DN43937_c0_g3_i10|g.60357	TRINITY_DN43937_c0_g3_i10|m.60357	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43939_c0_g1_i1%7Cg.60040%20TRINITY_DN43939_c0_g1_i1%7Cm.60040%20type%3A5prime_partial%20len%3A992%20(-)	TRINITY_DN43939_c0_g1_i1|g.60040	TRINITY_DN43939_c0_g1_i1|m.60040	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43939_c0_g1_i1%7Cg.60043%20TRINITY_DN43939_c0_g1_i1%7Cm.60043%20type%3Acomplete%20len%3A106%20(-)	TRINITY_DN43939_c0_g1_i1|g.60043	TRINITY_DN43939_c0_g1_i1|m.60043	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43939_c0_g1_i1%7Cg.60044%20TRINITY_DN43939_c0_g1_i1%7Cm.60044%20type%3A5prime_partial%20len%3A102%20(-)	TRINITY_DN43939_c0_g1_i1|g.60044	TRINITY_DN43939_c0_g1_i1|m.60044	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43955_c1_g6_i1%7Cg.60447%20TRINITY_DN43955_c1_g6_i1%7Cm.60447%20type%3Acomplete%20len%3A373%20(-)	TRINITY_DN43955_c1_g6_i1|g.60447	TRINITY_DN43955_c1_g6_i1|m.60447	protein_coding	0	3	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3
ORF%20TRINITY_DN43955_c1_g6_i1%7Cg.60448%20TRINITY_DN43955_c1_g6_i1%7Cm.60448%20type%3Acomplete%20len%3A317%20(%2B)	TRINITY_DN43955_c1_g6_i1|g.60448	TRINITY_DN43955_c1_g6_i1|m.60448	protein_coding	1	1	5	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1
ORF%20TRINITY_DN43974_c1_g2_i10%7Cg.58677%20TRINITY_DN43974_c1_g2_i10%7Cm.58677%20type%3Acomplete%20len%3A492%20(-)	TRINITY_DN43974_c1_g2_i10|g.58677	TRINITY_DN43974_c1_g2_i10|m.58677	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN43974_c1_g2_i10%7Cg.58678%20TRINITY_DN43974_c1_g2_i10%7Cm.58678%20type%3Acomplete%20len%3A240%20(-)	TRINITY_DN43974_c1_g2_i10|g.58678	TRINITY_DN43974_c1_g2_i10|m.58678	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN43975_c0_g1_i6%7Cg.59215%20TRINITY_DN43975_c0_g1_i6%7Cm.59215%20type%3Acomplete%20len%3A722%20(-)	TRINITY_DN43975_c0_g1_i6|g.59215	TRINITY_DN43975_c0_g1_i6|m.59215	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN43975_c0_g1_i6%7Cg.59216%20TRINITY_DN43975_c0_g1_i6%7Cm.59216%20type%3Acomplete%20len%3A491%20(%2B)	TRINITY_DN43975_c0_g1_i6|g.59216	TRINITY_DN43975_c0_g1_i6|m.59216	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
